1295908208754618368,Tue Dec 08 05:29:05 +0000 2020,ふぅ、、やっぱ動悸が、😅でも今日は歯医者行かなきゃ
3178770205,Tue Feb 23 09:27:30 +0000 2021,＜ヨーグルト＞常食すると便秘・下痢に効果的です。また、免疫機能の向上、けがの回復、がん予防などに効果が期待できます。
613229184,Tue Feb 23 09:52:40 +0000 2021,やっぱさっきの息切れだったのか#乃木坂9thバスラ
2300970740,Sat Mar 13 04:09:53 +0000 2021,赤ちゃんの伝染章紅班(りんご病)って？2才以下のの赤ちゃんがかかる事はまれまれだよ！両側のほほがりんごのような鮮やかな色になるんだって 赤い発疹はﾋﾟｰｸ時には全体に広がり、熱は微熱程度。 発疹も1～2週間で薄くなるって、ほてったり軽い痛みを感じる事もあるらしいよ！
2327079031,Sat Mar 13 04:19:37 +0000 2021,ドキュメンタルシーズン4！しんどい！
2928475902,Tue Dec 08 04:45:10 +0000 2020,本日三つの胃痛案件があってこれから順次解決に動くやつ
1321340756473171968,Tue Dec 08 04:38:23 +0000 2020,やっぱり、つきぴかわいそうすぎるよ…絶対に胃痛頭痛枠。つきぴ自由人に振り回されすぎじゃない？？前日UNOで🧙‍♀️👹👼に揶揄われた翌日朝に、リーダーやろ？指示出して！(くびぐるん)×3やってくる班員がいるんだろ？私がつきぴならやめちゃうね！！！！！
1234483202305036289,Tue Dec 08 05:11:59 +0000 2020,なんでこのちゃんお手洗いから戻ってきただけで息切れしてるんだ(アーカイブ視聴中)
1150093243020800000,Tue Feb 23 10:04:24 +0000 2021,頭痛が痛い
1309989050598584320,Tue Dec 08 05:05:02 +0000 2020,大声出したあとの息切れ
353471563,Tue Dec 08 05:37:45 +0000 2020,これ…明日行けるか…？咳のしすぎで気持ち悪。動悸もヤバめ。自律神経なんちゃらってのは医者がよく出す診断だけど、出された側は不安なのよねぇそして心配。
118949204,Tue Dec 08 04:11:45 +0000 2020,じゅんぺいの配信久しぶりに行ったけど途中で右手が痛くなったり、痺れたりでコメント打てなかった😢こんな右手切り落としたいと思うのは今だけだろうね。我慢、我慢。
1241967393364013056,Tue Feb 23 10:01:08 +0000 2021,それともこれは突発性発疹のせい？２日目くらいで熱はもう引いたけど…いつ完治すんの？
1279370982881288192,Tue Feb 23 10:00:56 +0000 2021,いいねはしたけど頭痛してきた……(？？)
1198960685796872192,Tue Dec 08 05:41:41 +0000 2020,…？(˙꒳​˙)???発熱で3人帰ったお(˙꒳˙)？？うさこのせいじゃないことを祈る…(´-ω-`)ｽﾋﾟｰ(7.7に落ち着いた)
813281834092019712,Tue Feb 23 10:03:32 +0000 2021,体調の悪さに吐き気が止まらない…
1348920610596941826,Sat Mar 13 04:19:56 +0000 2021,雨だし頭痛いし帰りたい
1009796150461792256,Sat Mar 13 04:16:26 +0000 2021,■体調不良１【あげる】嘔吐する【さげる】下痢する【胸がふたふた】動悸がする【ぞんぞんする】寒気がする（あの婦長が見たら走って来そうやが…）
1220601973898039297,Sat Mar 13 04:20:36 +0000 2021,オーキャンめっちゃ緊張する気持ち悪くなってきたあああ吐き気🥲🥲
3271458181,Tue Feb 23 09:58:43 +0000 2021,クーナッツ、開封してますしんどい
1081375023921737730,Tue Feb 23 10:05:11 +0000 2021,吐き気、一瞬が多いが長めだな💧
416685342,Sat Mar 13 04:09:06 +0000 2021,今朝、いつもの早朝日課中に猛烈な胃痛で動けなくなり、ぴーぽー車呼ぶか！？ってところまでいきまして。とりあえず今は落ち着いたのでおとなしくしてますが、ごはんマジで入らなくて体力ごっそり削られてます。おなかほぼ空かないけど、なんとなく空腹のような気がする……？という状態。
1351897047557763072,Tue Feb 23 10:03:20 +0000 2021,今日はつめこんだ。頭痛がひどくなった。
1244062630647484416,Tue Feb 23 09:39:40 +0000 2021,旅先の下痢ほど絶望的なものってないよね
133711903,Tue Dec 08 05:19:31 +0000 2020,津田さんの声を聞いて動悸が………。ところで原田さん声可愛い…………。#パーソナリリィ
2374944152,Tue Dec 08 05:51:55 +0000 2020,お昼セ○ンのサラダチキンと袋サラダ食べてからありえん吐き気やばくてちょいリバしてしまったしややおさまった今も胃が気持ち悪い…🤢🤢
304318701,Tue Dec 08 04:06:03 +0000 2020,「･･･目が充血してるが、どうした」「いやァ･･･久々の！転校生だからな！！ワクワクしてワクワクして職員室のコーヒー豆を食ってたらこうなったァッ！！！！」- 梅重納戸と黄朽葉竜胆(梅重納戸の受難)
1579233572,Tue Feb 23 06:01:31 +0000 2021,皮膚がボロボロで、唇の上なんか腫れてるなと思って見たら集合体泣かせの発疹集合体が…なんでや…歯医者行った時に｢口ヘルペスか？｣と聞かれて痒みもなく口の端が割れてる状態だったから違うって言ったのに…仕事休んだろ…もういいや……(´；ω；`)
570094937,Tue Dec 08 05:46:50 +0000 2020,起床→発熱→病院→点滴→出勤 (ガチ社畜勢 (犬)
1152864098511552512,Sat Mar 13 03:00:53 +0000 2021,右目頭充血やば
1268617144750624769,Tue Feb 23 10:02:57 +0000 2021,まーーーた寝てたんだけど夢を見てた。金色の瓶に3種類（金/銀/赤）の玉が入っててそれぞれ「頭痛、だるさ、健康」に効くらしく金色の玉食べた瞬間に元気になった。欲しい、アレ。
1206971489271943168,Tue Dec 08 05:37:43 +0000 2020,また目眩と吐き気が酷くて伏せってます息子は学校いかなくて良い上に私が寝てると自宅学習もさぼれるのでご機嫌です
1246446497295503360,Tue Feb 23 05:20:58 +0000 2021,1週間前よりは発疹良くなったまだ指とか左腕が痛いけど痛み止めのおかげで大丈夫な気がする
160548786,Sat Mar 13 04:03:17 +0000 2021,たまアリの階段登ったせいか何とふくらはぎが筋肉痛。外歩いてなさ過ぎだな…。昨日息切れしてたし
2908194709,Tue Dec 08 05:50:46 +0000 2020,【ワインを飲むと頭痛がする理由】ワインの原材料はもちろん「ぶどう」です。そのぶどうを時間をかけて発酵させるのですが、その際に酸化防止の目的や雑菌を殺すために「亜流塩酸」という添加物を使用しています。雑菌を殺すという意味を考えてみると。。
1344885712710062080,Sat Mar 13 03:28:51 +0000 2021,ﾓﾉｼｸが尊いｯｯｯｯ(吐血)
